"","Participant","Item","Selection","CategoryType"
"90","5","Shovel","Is not","Artifact"
"91","6","Water","Is not","Natural"
"92","6","Heavy.Metal","Is","Value"
"93","6","Tiger","Is","Natural"
"94","6","Fork","Is","Artifact"
"95","6","Scientist","Is","Value"
"96","6","Helium","Is not","Natural"
"97","6","Kettle","Is not","Artifact"
"98","6","Mentor","Is not","Value"
"99","6","Zebra","Is not","Natural"
"100","6","Chair","Is not","Artifact"
"101","6","Argument","Is","Value"
"102","6","Raccoon","Is not","Natural"
"103","6","Razor","Both","Artifact"
"104","6","Artist","Is","Value"
"105","6","Harpoon","Is","Artifact"
"106","6","Minister","Is not","Value"
"107","6","Gold","Is not","Natural"
"108","6","Shovel","Is","Artifact"
"109","7","Water","Both","Natural"
"110","7","Heavy.Metal","Is","Value"
"111","7","Tiger","Is not","Natural"
"112","7","Fork","Is not","Artifact"
"113","7","Scientist","Both","Value"
"114","7","Helium","Both","Natural"
"115","7","Kettle","Is not","Artifact"
"116","7","Mentor","Both","Value"
"117","7","Zebra","Is","Natural"
"118","7","Chair","Is not","Artifact"
"119","7","Argument","Is not","Value"
"120","7","Raccoon","Is","Natural"
"121","7","Razor","Is not","Artifact"
"122","7","Artist","Both","Value"
"123","7","Harpoon","Is not","Artifact"
"124","7","Minister","Is","Value"
"125","7","Gold","Both","Natural"
"126","7","Shovel","Is not","Artifact"
"127","8","Water","Is not","Natural"
"128","8","Heavy.Metal","Both","Value"
"129","8","Tiger","Is not","Natural"
"130","8","Fork","Both","Artifact"
"131","8","Scientist","Is not","Value"
"132","8","Helium","Is not","Natural"
"133","8","Kettle","Is not","Artifact"
"134","8","Mentor","Both","Value"
"135","8","Zebra","Both","Natural"
"136","8","Chair","Is not","Artifact"
"137","8","Argument","Is not","Value"
"138","8","Raccoon","Both","Natural"
"139","8","Razor","Is not","Artifact"
"140","8","Artist","Is","Value"
"141","8","Harpoon","Is","Artifact"
"142","8","Minister","Both","Value"
"143","8","Gold","Is not","Natural"
"144","8","Shovel","Is not","Artifact"
"145","9","Water","Is not","Natural"
"146","9","Heavy.Metal","Is","Value"
"147","9","Tiger","Both","Natural"
"148","9","Fork","Is not","Artifact"
"149","9","Scientist","Is not","Value"
"150","9","Helium","Is not","Natural"
"151","9","Kettle","Is not","Artifact"
"152","9","Mentor","Is not","Value"
"153","9","Zebra","Is not","Natural"
"154","9","Chair","Both","Artifact"
"155","9","Argument","Is not","Value"
"156","9","Raccoon","Is not","Natural"
"157","9","Razor","Is","Artifact"
"158","9","Artist","Is","Value"
"159","9","Harpoon","Both","Artifact"
"160","9","Minister","Is not","Value"
"161","9","Gold","Is not","Natural"
"162","9","Shovel","Is","Artifact"
"163","10","Water","Is not","Natural"
"164","10","Heavy.Metal","Is","Value"
"165","10","Tiger","Is not","Natural"
"166","10","Fork","Is not","Artifact"
"167","10","Scientist","Is","Value"
"168","10","Helium","Is not","Natural"
"169","10","Kettle","Is not","Artifact"
"170","10","Mentor","Is not","Value"
"171","10","Zebra","Is not","Natural"
"172","10","Chair","Is not","Artifact"
"173","10","Argument","Is not","Value"
"174","10","Raccoon","Is not","Natural"
"175","10","Razor","Is","Artifact"
"176","10","Artist","Is","Value"
"177","10","Harpoon","Is not","Artifact"
"178","10","Minister","Is","Value"
"179","10","Gold","Is not","Natural"
"180","10","Shovel","Is not","Artifact"
"181","11","Water","Is","Natural"
"182","11","Heavy.Metal","Both","Value"
"183","11","Tiger","Is not","Natural"
"184","11","Fork","Is","Artifact"
"185","11","Scientist","Is","Value"
"186","11","Helium","Is","Natural"
"187","11","Kettle","Is not","Artifact"
"188","11","Mentor","Is not","Value"
"189","11","Zebra","Is","Natural"
"190","11","Chair","Is not","Artifact"
"191","11","Argument","Is not","Value"
"192","11","Raccoon","Is","Natural"
"193","11","Razor","Is not","Artifact"
"194","11","Artist","Is not","Value"
"195","11","Harpoon","Is","Artifact"
"196","11","Minister","Is not","Value"
"197","11","Gold","Is not","Natural"
"198","11","Shovel","Is not","Artifact"
"199","12","Water","Is not","Natural"
"200","12","Heavy.Metal","Both","Value"
"201","12","Tiger","Is not","Natural"
"202","12","Fork","Both","Artifact"
"203","12","Scientist","Both","Value"
"204","12","Helium","Is not","Natural"
"205","12","Kettle","Is not","Artifact"
"206","12","Mentor","Both","Value"
"207","12","Zebra","Is not","Natural"
"208","12","Chair","Is not","Artifact"
"209","12","Argument","Is not","Value"
"210","12","Raccoon","Both","Natural"
"211","12","Razor","Is not","Artifact"
"212","12","Artist","Is","Value"
"213","12","Harpoon","Both","Artifact"
"214","12","Minister","Is","Value"
"215","12","Gold","Is not","Natural"
"216","12","Shovel","Is not","Artifact"
"217","13","Water","Both","Natural"
"218","13","Heavy.Metal","Both","Value"
"219","13","Tiger","Both","Natural"
"220","13","Fork","Is","Artifact"
"221","13","Scientist","Is not","Value"
"222","13","Helium","Is not","Natural"
"223","13","Kettle","Is","Artifact"
"224","13","Mentor","Is not","Value"
"225","13","Zebra","Is not","Natural"
"226","13","Chair","Both","Artifact"
"227","13","Argument","Is not","Value"
"228","13","Raccoon","Is not","Natural"
"229","13","Razor","Both","Artifact"
"230","13","Artist","Both","Value"
"231","13","Harpoon","Is","Artifact"
"232","13","Minister","Is not","Value"
"233","13","Gold","Is not","Natural"
"234","13","Shovel","Both","Artifact"
"235","14","Water","Both","Natural"
"236","14","Heavy.Metal","Is","Value"
"237","14","Tiger","Is not","Natural"
"238","14","Fork","Is not","Artifact"
"239","14","Scientist","Both","Value"
"240","14","Helium","Is not","Natural"
"241","14","Kettle","Is not","Artifact"
"242","14","Mentor","Is not","Value"
"243","14","Zebra","Is not","Natural"
"244","14","Chair","Is not","Artifact"
"245","14","Argument","Is not","Value"
"246","14","Raccoon","Is not","Natural"
"247","14","Razor","Is not","Artifact"
"248","14","Artist","Is","Value"
"249","14","Harpoon","Is not","Artifact"
"250","14","Minister","Is","Value"
"251","14","Gold","Is not","Natural"
"252","14","Shovel","Is not","Artifact"
"253","15","Water","Is not","Natural"
"254","15","Heavy.Metal","Is","Value"
"255","15","Tiger","Is not","Natural"
"256","15","Fork","Both","Artifact"
"257","15","Scientist","Is not","Value"
"258","15","Helium","Is not","Natural"
"259","15","Kettle","Is not","Artifact"
"260","15","Mentor","Is not","Value"
"261","15","Zebra","Is not","Natural"
"262","15","Chair","Is not","Artifact"
"263","15","Argument","Both","Value"
"264","15","Raccoon","Is not","Natural"
"265","15","Razor","Is not","Artifact"
"266","15","Artist","Both","Value"
"267","15","Harpoon","Is","Artifact"
"268","15","Minister","Is","Value"
"269","15","Gold","Is not","Natural"
"270","15","Shovel","Is not","Artifact"
"271","16","Water","Is not","Natural"
"272","16","Heavy.Metal","Both","Value"
"273","16","Tiger","Is not","Natural"
"274","16","Fork","Is not","Artifact"
"275","16","Scientist","Is not","Value"
"276","16","Helium","Is not","Natural"
"277","16","Kettle","Is not","Artifact"
"278","16","Mentor","Both","Value"
"279","16","Zebra","Is not","Natural"
"280","16","Chair","Is not","Artifact"
"281","16","Argument","Both","Value"
"282","16","Raccoon","Is not","Natural"
"283","16","Razor","Is not","Artifact"
"284","16","Artist","Is","Value"
"285","16","Harpoon","Is not","Artifact"
"286","16","Minister","Is","Value"
"287","16","Gold","Both","Natural"
"288","16","Shovel","Is not","Artifact"
"289","17","Water","Is not","Natural"
"290","17","Heavy.Metal","Both","Value"
"291","17","Tiger","Is not","Natural"
"292","17","Fork","Is","Artifact"
"293","17","Scientist","Both","Value"
"294","17","Helium","Is not","Natural"
"295","17","Kettle","Both","Artifact"
"296","17","Mentor","Is not","Value"
"297","17","Zebra","Is","Natural"
"298","17","Chair","Both","Artifact"
"299","17","Argument","Is not","Value"
"300","17","Raccoon","Both","Natural"
"301","17","Razor","Is not","Artifact"
"302","17","Artist","Is","Value"
"303","17","Harpoon","Is not","Artifact"
"304","17","Minister","Is","Value"
"305","17","Gold","Both","Natural"
"306","17","Shovel","Both","Artifact"
"307","18","Water","Is not","Natural"
"308","18","Heavy.Metal","Both","Value"
"309","18","Tiger","Is not","Natural"
"310","18","Fork","Is","Artifact"
"311","18","Scientist","Is not","Value"
"312","18","Helium","Is not","Natural"
"313","18","Kettle","Is not","Artifact"
"314","18","Mentor","Is not","Value"
"315","18","Zebra","Is not","Natural"
"316","18","Chair","Is not","Artifact"
"317","18","Argument","Is not","Value"
"318","18","Raccoon","Is not","Natural"
"319","18","Razor","Is not","Artifact"
"320","18","Artist","Both","Value"
"321","18","Harpoon","Both","Artifact"
"322","18","Minister","Is not","Value"
"323","18","Gold","Is not","Natural"
"324","18","Shovel","Both","Artifact"
"325","19","Water","Both","Natural"
"326","19","Heavy.Metal","Both","Value"
"327","19","Tiger","Is not","Natural"
"328","19","Fork","Both","Artifact"
"329","19","Scientist","Is","Value"
"330","19","Helium","Is not","Natural"
"331","19","Kettle","Is not","Artifact"
"332","19","Mentor","Is not","Value"
"333","19","Zebra","Is not","Natural"
"334","19","Chair","Both","Artifact"
"335","19","Argument","Is not","Value"
"336","19","Raccoon","Is not","Natural"
"337","19","Razor","Is not","Artifact"
"338","19","Artist","Is","Value"
"339","19","Harpoon","Both","Artifact"
"340","19","Minister","Is not","Value"
"341","19","Gold","Is not","Natural"
"342","19","Shovel","Is not","Artifact"
"343","20","Water","Is not","Natural"
"344","20","Heavy.Metal","Both","Value"
"345","20","Tiger","Is not","Natural"
"346","20","Fork","Both","Artifact"
"347","20","Scientist","Is not","Value"
"348","20","Helium","Is not","Natural"
"349","20","Kettle","Both","Artifact"
"350","20","Mentor","Both","Value"
"351","20","Zebra","Is not","Natural"
"352","20","Chair","Is not","Artifact"
"353","20","Argument","Both","Value"
"354","20","Raccoon","Is not","Natural"
"355","20","Razor","Is not","Artifact"
"356","20","Artist","Is","Value"
"357","20","Harpoon","Both","Artifact"
"358","20","Minister","Is","Value"
"359","20","Gold","Is not","Natural"
"360","20","Shovel","Is not","Artifact"
"361","21","Water","Both","Natural"
"362","21","Heavy.Metal","Is","Value"
"363","21","Tiger","Both","Natural"
"364","21","Fork","Is","Artifact"
"365","21","Scientist","Is not","Value"
"366","21","Helium","Is not","Natural"
"367","21","Kettle","Is","Artifact"
"368","21","Mentor","Is not","Value"
"369","21","Zebra","Both","Natural"
"370","21","Chair","Is","Artifact"
"371","21","Argument","Is not","Value"
"372","21","Raccoon","Both","Natural"
"373","21","Razor","Is","Artifact"
"374","21","Artist","Is","Value"
"375","21","Harpoon","Is","Artifact"
"376","21","Minister","Is","Value"
"377","21","Gold","Is not","Natural"
"378","21","Shovel","Is","Artifact"
"379","22","Water","Is not","Natural"
"380","22","Heavy.Metal","Both","Value"
"381","22","Tiger","Is not","Natural"
"382","22","Fork","Is","Artifact"
"383","22","Scientist","Both","Value"
"384","22","Helium","Is","Natural"
"385","22","Kettle","Both","Artifact"
"386","22","Mentor","Is","Value"
"387","22","Zebra","Both","Natural"
"388","22","Chair","Is not","Artifact"
"389","22","Argument","Is not","Value"
"390","22","Raccoon","Both","Natural"
"391","22","Razor","Both","Artifact"
"392","22","Artist","Is","Value"
"393","22","Harpoon","Both","Artifact"
"394","22","Minister","Is not","Value"
"395","22","Gold","Is not","Natural"
"396","22","Shovel","Is not","Artifact"
"397","23","Water","Is not","Natural"
"398","23","Heavy.Metal","Both","Value"
"399","23","Tiger","Is not","Natural"
"400","23","Fork","Is not","Artifact"
"401","23","Scientist","Both","Value"
"402","23","Helium","Is not","Natural"
"403","23","Kettle","Is not","Artifact"
"404","23","Mentor","Both","Value"
"405","23","Zebra","Is not","Natural"
"406","23","Chair","Is not","Artifact"
"407","23","Argument","Both","Value"
"408","23","Raccoon","Is not","Natural"
"409","23","Razor","Is not","Artifact"
"410","23","Artist","Both","Value"
"411","23","Harpoon","Is not","Artifact"
"412","23","Minister","Both","Value"
"413","23","Gold","Is not","Natural"
"414","23","Shovel","Is not","Artifact"
"415","24","Water","Is not","Natural"
"416","24","Heavy.Metal","Both","Value"
"417","24","Tiger","Is not","Natural"
"418","24","Fork","Is","Artifact"
"419","24","Scientist","Both","Value"
"420","24","Helium","Is not","Natural"
"421","24","Kettle","Is","Artifact"
"422","24","Mentor","Is not","Value"
"423","24","Zebra","Is","Natural"
"424","24","Chair","Is","Artifact"
"425","24","Argument","Is not","Value"
"426","24","Raccoon","Is","Natural"
"427","24","Razor","Is not","Artifact"
"428","24","Artist","Is","Value"
"429","24","Harpoon","Is","Artifact"
"430","24","Minister","Is not","Value"
"431","24","Gold","Is","Natural"
"432","24","Shovel","Is not","Artifact"
"433","25","Water","Is not","Natural"
"434","25","Heavy.Metal","Both","Value"
"435","25","Tiger","Is not","Natural"
"436","25","Fork","Both","Artifact"
"437","25","Scientist","Is not","Value"
"438","25","Helium","Is not","Natural"
"439","25","Kettle","Is not","Artifact"
"440","25","Mentor","Is","Value"
"441","25","Zebra","Is not","Natural"
"442","25","Chair","Both","Artifact"
"443","25","Argument","Both","Value"
"444","25","Raccoon","Is not","Natural"
"445","25","Razor","Is not","Artifact"
"446","25","Artist","Both","Value"
"447","25","Harpoon","Both","Artifact"
"448","25","Minister","Is not","Value"
"449","25","Gold","Is not","Natural"
"450","25","Shovel","Is not","Artifact"
"451","26","Water","Both","Natural"
"452","26","Heavy.Metal","Is","Value"
"453","26","Tiger","Both","Natural"
"454","26","Fork","Both","Artifact"
"455","26","Scientist","Both","Value"
"456","26","Helium","Is not","Natural"
"457","26","Kettle","Both","Artifact"
"458","26","Mentor","Is not","Value"
"459","26","Zebra","Both","Natural"
"460","26","Chair","Is not","Artifact"
"461","26","Argument","Is not","Value"
"462","26","Raccoon","Both","Natural"
"463","26","Razor","Is not","Artifact"
"464","26","Artist","Is not","Value"
"465","26","Harpoon","Is not","Artifact"
"466","26","Minister","Is not","Value"
"467","26","Gold","Both","Natural"
"468","26","Shovel","Both","Artifact"
"469","27","Water","Both","Natural"
"470","27","Heavy.Metal","Is","Value"
"471","27","Tiger","Is not","Natural"
"472","27","Fork","Is","Artifact"
"473","27","Scientist","Is not","Value"
"474","27","Helium","Is not","Natural"
"475","27","Kettle","Is not","Artifact"
"476","27","Mentor","Both","Value"
"477","27","Zebra","Is not","Natural"
"478","27","Chair","Is not","Artifact"
"479","27","Argument","Is not","Value"
"480","27","Raccoon","Is not","Natural"
"481","27","Razor","Is not","Artifact"
"482","27","Artist","Is","Value"
"483","27","Harpoon","Is","Artifact"
"484","27","Minister","Is not","Value"
"485","27","Gold","Is not","Natural"
"486","27","Shovel","Both","Artifact"
"487","28","Water","Is not","Natural"
"488","28","Heavy.Metal","Is not","Value"
"489","28","Tiger","Is not","Natural"
"490","28","Fork","Is not","Artifact"
"491","28","Scientist","Both","Value"
"492","28","Helium","Is not","Natural"
"493","28","Kettle","Both","Artifact"
"494","28","Mentor","Both","Value"
"495","28","Zebra","Is not","Natural"
"496","28","Chair","Both","Artifact"
"497","28","Argument","Both","Value"
"498","28","Raccoon","Is not","Natural"
"499","28","Razor","Is","Artifact"
"500","28","Artist","Is","Value"
"501","28","Harpoon","Is","Artifact"
"502","28","Minister","Is","Value"
"503","28","Gold","Is not","Natural"
"504","28","Shovel","Both","Artifact"
"505","29","Water","Is not","Natural"
"506","29","Heavy.Metal","Both","Value"
"507","29","Tiger","Both","Natural"
"508","29","Fork","Is","Artifact"
"509","29","Scientist","Is","Value"
"510","29","Helium","Both","Natural"
"511","29","Kettle","Is not","Artifact"
"512","29","Mentor","Is","Value"
"513","29","Zebra","Both","Natural"
"514","29","Chair","Is not","Artifact"
"515","29","Argument","Is not","Value"
"516","29","Raccoon","Both","Natural"
"517","29","Razor","Is not","Artifact"
"518","29","Artist","Is","Value"
"519","29","Harpoon","Both","Artifact"
"520","29","Minister","Both","Value"
"521","29","Gold","Is not","Natural"
"522","29","Shovel","Both","Artifact"
"523","30","Water","Is not","Natural"
"524","30","Heavy.Metal","Both","Value"
"525","30","Tiger","Both","Natural"
"526","30","Fork","Is","Artifact"
"527","30","Scientist","Is","Value"
"528","30","Helium","Both","Natural"
"529","30","Kettle","Is not","Artifact"
"530","30","Mentor","Both","Value"
"531","30","Zebra","Is","Natural"
"532","30","Chair","Both","Artifact"
"533","30","Argument","Both","Value"
"534","30","Raccoon","Both","Natural"
"535","30","Razor","Both","Artifact"
"536","30","Artist","Both","Value"
"537","30","Harpoon","Both","Artifact"
"538","30","Minister","Both","Value"
"539","30","Gold","Both","Natural"
"540","30","Shovel","Is","Artifact"
"541","31","Water","Is not","Natural"
"542","31","Heavy.Metal","Both","Value"
"543","31","Tiger","Is not","Natural"
"544","31","Fork","Both","Artifact"
"545","31","Scientist","Is","Value"
"546","31","Helium","Is not","Natural"
"547","31","Kettle","Both","Artifact"
"548","31","Mentor","Is not","Value"
"549","31","Zebra","Both","Natural"
"550","31","Chair","Both","Artifact"
"551","31","Argument","Both","Value"
"552","31","Raccoon","Is not","Natural"
"553","31","Razor","Is not","Artifact"
"554","31","Artist","Is","Value"
"555","31","Harpoon","Is not","Artifact"
"556","31","Minister","Is not","Value"
"557","31","Gold","Is not","Natural"
"558","31","Shovel","Both","Artifact"
"559","32","Water","Is not","Natural"
"560","32","Heavy.Metal","Is","Value"
"561","32","Tiger","Both","Natural"
"562","32","Fork","Is not","Artifact"
"563","32","Scientist","Both","Value"
"564","32","Helium","Both","Natural"
"565","32","Kettle","Is","Artifact"
"566","32","Mentor","Is not","Value"
"567","32","Zebra","Both","Natural"
"568","32","Chair","Is","Artifact"
"569","32","Argument","Is not","Value"
"570","32","Raccoon","Is not","Natural"
"571","32","Razor","Both","Artifact"
"572","32","Artist","Is not","Value"
"573","32","Harpoon","Both","Artifact"
"574","32","Minister","Both","Value"
"575","32","Gold","Is not","Natural"
"576","32","Shovel","Both","Artifact"
"577","33","Water","Both","Natural"
"578","33","Heavy.Metal","Is","Value"
"579","33","Tiger","Both","Natural"
"580","33","Fork","Is","Artifact"
"581","33","Scientist","Is not","Value"
"582","33","Helium","Is","Natural"
"583","33","Kettle","Is not","Artifact"
"584","33","Mentor","Both","Value"
"585","33","Zebra","Is","Natural"
"586","33","Chair","Is not","Artifact"
"587","33","Argument","Both","Value"
"588","33","Raccoon","Is","Natural"
"589","33","Razor","Is not","Artifact"
"590","33","Artist","Is","Value"
"591","33","Harpoon","Is not","Artifact"
"592","33","Minister","Is not","Value"
"593","33","Gold","Is not","Natural"
"594","33","Shovel","Is not","Artifact"
"595","34","Water","Is not","Natural"
"596","34","Heavy.Metal","Both","Value"
"597","34","Tiger","Is not","Natural"
"598","34","Fork","Both","Artifact"
"599","34","Scientist","Both","Value"
"600","34","Helium","Is not","Natural"
"601","34","Kettle","Both","Artifact"
"602","34","Mentor","Both","Value"
"603","34","Zebra","Is not","Natural"
"604","34","Chair","Both","Artifact"
"605","34","Argument","Both","Value"
"606","34","Raccoon","Is not","Natural"
"607","34","Razor","Both","Artifact"
"608","34","Artist","Both","Value"
"609","34","Harpoon","Both","Artifact"
"610","34","Minister","Both","Value"
"611","34","Gold","Is not","Natural"
"612","34","Shovel","Both","Artifact"
"613","35","Water","Is not","Natural"
"614","35","Heavy.Metal","Is not","Value"
"615","35","Tiger","Is","Natural"
"616","35","Fork","Is","Artifact"
"617","35","Scientist","Both","Value"
"618","35","Helium","Is not","Natural"
"619","35","Kettle","Is not","Artifact"
"620","35","Mentor","Is not","Value"
"621","35","Zebra","Is not","Natural"
"622","35","Chair","Is not","Artifact"
"623","35","Argument","Is","Value"
"624","35","Raccoon","Is not","Natural"
"625","35","Razor","Is","Artifact"
"626","35","Artist","Is not","Value"
"627","35","Harpoon","Is","Artifact"
"628","35","Minister","Is not","Value"
"629","35","Gold","Is not","Natural"
"630","35","Shovel","Is","Artifact"
"631","36","Water","Both","Natural"
"632","36","Heavy.Metal","Both","Value"
"633","36","Tiger","Both","Natural"
"634","36","Fork","Both","Artifact"
"635","36","Scientist","Both","Value"
"636","36","Helium","Both","Natural"
"637","36","Kettle","Is not","Artifact"
"638","36","Mentor","Both","Value"
"639","36","Zebra","Both","Natural"
"640","36","Chair","Is not","Artifact"
"641","36","Argument","Both","Value"
"642","36","Raccoon","Both","Natural"
"643","36","Razor","Is not","Artifact"
"644","36","Artist","Both","Value"
"645","36","Harpoon","Both","Artifact"
"646","36","Minister","Both","Value"
"647","36","Gold","Both","Natural"
"648","36","Shovel","Is not","Artifact"
"649","37","Water","Both","Natural"
"650","37","Heavy.Metal","Both","Value"
"651","37","Tiger","Is not","Natural"
"652","37","Fork","Both","Artifact"
"653","37","Scientist","Is not","Value"
"654","37","Helium","Is not","Natural"
"655","37","Kettle","Is not","Artifact"
"656","37","Mentor","Both","Value"
"657","37","Zebra","Both","Natural"
"658","37","Chair","Is not","Artifact"
"659","37","Argument","Is not","Value"
"660","37","Raccoon","Is not","Natural"
"661","37","Razor","Is not","Artifact"
"662","37","Artist","Is not","Value"
"663","37","Harpoon","Is not","Artifact"
"664","37","Minister","Is not","Value"
"665","37","Gold","Is not","Natural"
"666","37","Shovel","Is not","Artifact"
"667","38","Water","Is not","Natural"
"668","38","Heavy.Metal","Both","Value"
"669","38","Tiger","Is not","Natural"
"670","38","Fork","Both","Artifact"
"671","38","Scientist","Both","Value"
"672","38","Helium","Is not","Natural"
"673","38","Kettle","Both","Artifact"
"674","38","Mentor","Both","Value"
"675","38","Zebra","Is not","Natural"
"676","38","Chair","Both","Artifact"
"677","38","Argument","Both","Value"
"678","38","Raccoon","Is not","Natural"
"679","38","Razor","Both","Artifact"
"680","38","Artist","Both","Value"
"681","38","Harpoon","Both","Artifact"
"682","38","Minister","Both","Value"
"683","38","Gold","Is not","Natural"
"684","38","Shovel","Both","Artifact"
"685","39","Water","Is not","Natural"
"686","39","Heavy.Metal","Both","Value"
"687","39","Tiger","Both","Natural"
"688","39","Fork","Both","Artifact"
"689","39","Scientist","Both","Value"
"690","39","Helium","Is not","Natural"
"691","39","Kettle","Is not","Artifact"
"692","39","Mentor","Both","Value"
"693","39","Zebra","Both","Natural"
"694","39","Chair","Is not","Artifact"
"695","39","Argument","Is not","Value"
"696","39","Raccoon","Both","Natural"
"697","39","Razor","Both","Artifact"
"698","39","Artist","Is","Value"
"699","39","Harpoon","Both","Artifact"
"700","39","Minister","Is","Value"
"701","39","Gold","Both","Natural"
"702","39","Shovel","Is not","Artifact"
"703","40","Water","Both","Natural"
"704","40","Heavy.Metal","Both","Value"
"705","40","Tiger","Is not","Natural"
"706","40","Fork","Is","Artifact"
"707","40","Scientist","Both","Value"
"708","40","Helium","Is not","Natural"
"709","40","Kettle","Is not","Artifact"
"710","40","Mentor","Is not","Value"
"711","40","Zebra","Is not","Natural"
"712","40","Chair","Is not","Artifact"
"713","40","Argument","Is not","Value"
"714","40","Raccoon","Is not","Natural"
"715","40","Razor","Is not","Artifact"
"716","40","Artist","Is","Value"
"717","40","Harpoon","Is","Artifact"
"718","40","Minister","Is","Value"
"719","40","Gold","Is not","Natural"
"720","40","Shovel","Is","Artifact"
"721","41","Water","Both","Natural"
"722","41","Heavy.Metal","Both","Value"
"723","41","Tiger","Is not","Natural"
"724","41","Fork","Is not","Artifact"
"725","41","Scientist","Both","Value"
"726","41","Helium","Is not","Natural"
"727","41","Kettle","Is not","Artifact"
"728","41","Mentor","Both","Value"
"729","41","Zebra","Both","Natural"
"730","41","Chair","Is not","Artifact"
"731","41","Argument","Both","Value"
"732","41","Raccoon","Both","Natural"
"733","41","Razor","Is not","Artifact"
"734","41","Artist","Is","Value"
"735","41","Harpoon","Is not","Artifact"
"736","41","Minister","Both","Value"
"737","41","Gold","Both","Natural"
"738","41","Shovel","Is not","Artifact"
"739","42","Water","Both","Natural"
"740","42","Heavy.Metal","Is","Value"
"741","42","Tiger","Is not","Natural"
"742","42","Fork","Both","Artifact"
"743","42","Scientist","Is not","Value"
"744","42","Helium","Is not","Natural"
"745","42","Kettle","Is not","Artifact"
"746","42","Mentor","Is not","Value"
"747","42","Zebra","Both","Natural"
"748","42","Chair","Is not","Artifact"
"749","42","Argument","Both","Value"
"750","42","Raccoon","Is not","Natural"
"751","42","Razor","Is not","Artifact"
"752","42","Artist","Is","Value"
"753","42","Harpoon","Is not","Artifact"
"754","42","Minister","Both","Value"
"755","42","Gold","Is not","Natural"
"756","42","Shovel","Is not","Artifact"
"757","43","Water","Is not","Natural"
"758","43","Heavy.Metal","Both","Value"
"759","43","Tiger","Both","Natural"
"760","43","Fork","Is not","Artifact"
"761","43","Scientist","Is","Value"
"762","43","Helium","Both","Natural"
"763","43","Kettle","Is not","Artifact"
"764","43","Mentor","Is not","Value"
